naics_sector,fiscal_year,total,month_name,month,year
"Elementary, Secondary Schools (except public schools)",2017,2399769.0,oct,10,2016
Other Educational Services,2017,1180323.0,oct,10,2016
Professional  Services,2017,19963007.0,oct,10,2016
Legal Services,2017,5669349.0,oct,10,2016
Management Consulting,2017,4069584.0,oct,10,2016
Engineering & Architectural Services,2017,2251283.0,oct,10,2016
Computer,2017,1876113.0,oct,10,2016
"Accounting, Auditing, Bookkeeping",2017,2699401.0,oct,10,2016
Advertising and Other Professional Services,2017,3397277.0,oct,10,2016
Hotels,2017,935604.0,oct,10,2016
Restaurants,2017,4950715.0,oct,10,2016
Sport Teams,2017,2065201.0,oct,10,2016
"Arts, Entertainment, and Other Recreation",2017,1565144.0,oct,10,2016
Other Sectors,2017,13891272.0,oct,10,2016
Membership Organizations,2017,4004611.0,oct,10,2016
Employment/Outsourcing Agencies,2017,2729851.0,oct,10,2016
Security and Investigation Services,2017,882421.0,oct,10,2016
Services to Buildings,2017,1215447.0,oct,10,2016
Miscellaneous Sectors,2017,5058942.0,oct,10,2016
Government,2017,13720989.0,oct,10,2016
State Government (PA),2017,1170922.0,oct,10,2016
"City, School District, Local Quasi Govt.",2017,9092154.0,oct,10,2016
Federal Government (includes US Post Office),2017,3211082.0,oct,10,2016
Other Governments,2017,246832.0,oct,10,2016
Unclassified Accounts,2017,467019.0,oct,10,2016
Construction,2017,5262549.0,nov,11,2016
Manufacturing (includes headquarter offices & factories),2017,8316604.0,nov,11,2016
"Chemicals, Petroleum Refining",2017,1594950.0,nov,11,2016
Pharmaceuticals,2017,1376468.0,nov,11,2016
Transportation Equipment,2017,941306.0,nov,11,2016
Food & Beverage Products,2017,1307945.0,nov,11,2016
"Machinery, Electronic, and Other Electric Equipment",2017,677270.0,nov,11,2016
Metal Manufacturing,2017,719947.0,nov,11,2016
Miscellaneous Manufacturing,2017,1698717.0,nov,11,2016
Public Utilities,2017,894608.0,nov,11,2016
Transportation and Warehousing,2017,5175648.0,nov,11,2016
Telecommunication,2017,4225224.0,nov,11,2016
"Publishing, Broadcasting, and Other Information",2017,1720476.0,nov,11,2016
Wholesale Trade,2017,3010900.0,nov,11,2016
Retail Trade,2017,7183033.0,nov,11,2016
Banking & Credit Unions,2017,2843062.0,nov,11,2016
Securities / Financial Investments,2017,2900596.0,nov,11,2016
Insurance,2017,4815595.0,nov,11,2016
"Real Estate, Rental and Leasing",2017,1848660.0,nov,11,2016
Health and Social Services,2017,32202365.0,nov,11,2016
Hospitals,2017,17187458.0,nov,11,2016
"Doctors, Dentists, and Other Health Practitioners",2017,4091233.0,nov,11,2016
Outpatient Care Centers and Other Health Services,2017,5043334.0,nov,11,2016
Nursing & Personal Care Facilities,2017,2946007.0,nov,11,2016
Social Services,2017,2934333.0,nov,11,2016
Education,2017,15911617.0,nov,11,2016
College and Universities,2017,12786707.0,nov,11,2016
"Elementary, Secondary Schools (except public schools)",2017,2126899.0,nov,11,2016
Other Educational Services,2017,998011.0,nov,11,2016
Professional  Services,2017,15081490.0,nov,11,2016
Legal Services,2017,5349573.0,nov,11,2016
Management Consulting,2017,2700025.0,nov,11,2016
Engineering & Architectural Services,2017,1745640.0,nov,11,2016
Computer,2017,1311089.0,nov,11,2016
"Accounting, Auditing, Bookkeeping",2017,1902376.0,nov,11,2016
Advertising and Other Professional Services,2017,2072788.0,nov,11,2016
Hotels,2017,955887.0,nov,11,2016
Restaurants,2017,3932764.0,nov,11,2016
Sport Teams,2017,1919141.0,nov,11,2016
"Arts, Entertainment, and Other Recreation",2017,1164380.0,nov,11,2016
Other Sectors,2017,10638390.0,nov,11,2016
Membership Organizations,2017,2862911.0,nov,11,2016
Employment/Outsourcing Agencies,2017,2736110.0,nov,11,2016
Security and Investigation Services,2017,758007.0,nov,11,2016
Services to Buildings,2017,968753.0,nov,11,2016
Miscellaneous Sectors,2017,3312609.0,nov,11,2016
Government,2017,16324168.0,nov,11,2016
State Government (PA),2017,993892.0,nov,11,2016
"City, School District, Local Quasi Govt.",2017,11401888.0,nov,11,2016
Federal Government (includes US Post Office),2017,3775718.0,nov,11,2016
Other Governments,2017,152670.0,nov,11,2016
Unclassified Accounts,2017,499361.0,nov,11,2016
Construction,2017,4719320.0,dec,12,2016
Manufacturing (includes headquarter offices & factories),2017,6627568.0,dec,12,2016
"Chemicals, Petroleum Refining",2017,1119456.0,dec,12,2016
Pharmaceuticals,2017,1041607.0,dec,12,2016
Transportation Equipment,2017,644874.0,dec,12,2016
Food & Beverage Products,2017,1034329.0,dec,12,2016
"Machinery, Electronic, and Other Electric Equipment",2017,581884.0,dec,12,2016
Metal Manufacturing,2017,591015.0,dec,12,2016
Miscellaneous Manufacturing,2017,1614404.0,dec,12,2016
Public Utilities,2017,890274.0,dec,12,2016
Transportation and Warehousing,2017,4689858.0,dec,12,2016
Telecommunication,2017,1613001.0,dec,12,2016
"Publishing, Broadcasting, and Other Information",2017,1514881.0,dec,12,2016
Wholesale Trade,2017,2936532.0,dec,12,2016
Retail Trade,2017,5738502.0,dec,12,2016
Banking & Credit Unions,2017,2129439.0,dec,12,2016
Securities / Financial Investments,2017,3494475.0,dec,12,2016
Insurance,2017,3258468.0,dec,12,2016
"Real Estate, Rental and Leasing",2017,1624716.0,dec,12,2016
Health and Social Services,2017,26681343.0,dec,12,2016
Hospitals,2017,14189801.0,dec,12,2016
"Doctors, Dentists, and Other Health Practitioners",2017,3442402.0,dec,12,2016
Outpatient Care Centers and Other Health Services,2017,3832593.0,dec,12,2016
Nursing & Personal Care Facilities,2017,2624982.0,dec,12,2016
Social Services,2017,2591566.0,dec,12,2016
Education,2017,13378360.0,dec,12,2016
College and Universities,2017,10466661.0,dec,12,2016
"Elementary, Secondary Schools (except public schools)",2017,2029472.0,dec,12,2016
Other Educational Services,2017,882226.0,dec,12,2016
Professional  Services,2017,15295463.0,dec,12,2016
Legal Services,2017,5086730.0,dec,12,2016
Management Consulting,2017,3293472.0,dec,12,2016
Engineering & Architectural Services,2017,1789254.0,dec,12,2016
Computer,2017,1338475.0,dec,12,2016
"Accounting, Auditing, Bookkeeping",2017,1609408.0,dec,12,2016
Advertising and Other Professional Services,2017,2178123.0,dec,12,2016
Hotels,2017,739542.0,dec,12,2016
Restaurants,2017,3511201.0,dec,12,2016
Sport Teams,2017,1416143.0,dec,12,2016
"Arts, Entertainment, and Other Recreation",2017,1005192.0,dec,12,2016
Other Sectors,2017,9177930.0,dec,12,2016
Membership Organizations,2017,2796495.0,dec,12,2016
Employment/Outsourcing Agencies,2017,2258826.0,dec,12,2016
Security and Investigation Services,2017,700374.0,dec,12,2016
Services to Buildings,2017,788840.0,dec,12,2016
Miscellaneous Sectors,2017,2633394.0,dec,12,2016
Government,2017,15096500.0,dec,12,2016
State Government (PA),2017,980222.0,dec,12,2016
"City, School District, Local Quasi Govt.",2017,9104361.0,dec,12,2016
Federal Government (includes US Post Office),2017,4877923.0,dec,12,2016
Other Governments,2017,133995.0,dec,12,2016
Unclassified Accounts,2017,237724.0,dec,12,2016
Construction,2017,6978124.0,jan,1,2017
Manufacturing (includes headquarter offices & factories),2017,12710104.0,jan,1,2017
"Chemicals, Petroleum Refining",2017,2083657.0,jan,1,2017
Pharmaceuticals,2017,2791347.0,jan,1,2017
Transportation Equipment,2017,1112412.0,jan,1,2017
Food & Beverage Products,2017,1930099.0,jan,1,2017
"Machinery, Electronic, and Other Electric Equipment",2017,1066223.0,jan,1,2017
Metal Manufacturing,2017,1004383.0,jan,1,2017
Miscellaneous Manufacturing,2017,2721983.0,jan,1,2017
Public Utilities,2017,1127813.0,jan,1,2017
Transportation and Warehousing,2017,5738681.0,jan,1,2017
Telecommunication,2017,4809813.0,jan,1,2017
"Publishing, Broadcasting, and Other Information",2017,2693731.0,jan,1,2017
Wholesale Trade,2017,5451178.0,jan,1,2017
Retail Trade,2017,9699084.0,jan,1,2017
Banking & Credit Unions,2017,4408896.0,jan,1,2017
Securities / Financial Investments,2017,5779037.0,jan,1,2017
Insurance,2017,5572067.0,jan,1,2017
"Real Estate, Rental and Leasing",2017,3428117.0,jan,1,2017
Health and Social Services,2017,38151644.0,jan,1,2017
Hospitals,2017,18558032.0,jan,1,2017
"Doctors, Dentists, and Other Health Practitioners",2017,6040770.0,jan,1,2017
Outpatient Care Centers and Other Health Services,2017,6239326.0,jan,1,2017
Nursing & Personal Care Facilities,2017,3583798.0,jan,1,2017
Social Services,2017,3729718.0,jan,1,2017
Education,2017,14274387.0,jan,1,2017
College and Universities,2017,10241353.0,jan,1,2017
"Elementary, Secondary Schools (except public schools)",2017,2744776.0,jan,1,2017
Other Educational Services,2017,1288258.0,jan,1,2017
Professional  Services,2017,31437452.0,jan,1,2017
Legal Services,2017,14786149.0,jan,1,2017
Management Consulting,2017,5447416.0,jan,1,2017
Engineering & Architectural Services,2017,2716492.0,jan,1,2017
Computer,2017,2140633.0,jan,1,2017
"Accounting, Auditing, Bookkeeping",2017,2271723.0,jan,1,2017
Advertising and Other Professional Services,2017,4075039.0,jan,1,2017
Hotels,2017,971279.0,jan,1,2017
Restaurants,2017,5036967.0,jan,1,2017
Sport Teams,2017,2313581.0,jan,1,2017
"Arts, Entertainment, and Other Recreation",2017,1500983.0,jan,1,2017
Other Sectors,2017,15303812.0,jan,1,2017
Membership Organizations,2017,4393850.0,jan,1,2017
Employment/Outsourcing Agencies,2017,2964498.0,jan,1,2017
Security and Investigation Services,2017,740417.0,jan,1,2017
Services to Buildings,2017,1314932.0,jan,1,2017
Miscellaneous Sectors,2017,5890114.0,jan,1,2017
Government,2017,24529609.0,jan,1,2017
State Government (PA),2017,1164675.0,jan,1,2017
"City, School District, Local Quasi Govt.",2017,9084249.0,jan,1,2017
Federal Government (includes US Post Office),2017,13995210.0,jan,1,2017
Other Governments,2017,285474.0,jan,1,2017
Unclassified Accounts,2017,685404.0,jan,1,2017
Construction,2017,5001096.0,feb,2,2017
Manufacturing (includes headquarter offices & factories),2017,7608576.0,feb,2,2017
"Chemicals, Petroleum Refining",2017,1761475.0,feb,2,2017
Pharmaceuticals,2017,1271799.0,feb,2,2017
Transportation Equipment,2017,747163.0,feb,2,2017
Food & Beverage Products,2017,1175875.0,feb,2,2017
"Machinery, Electronic, and Other Electric Equipment",2017,606646.0,feb,2,2017
Metal Manufacturing,2017,633079.0,feb,2,2017
Miscellaneous Manufacturing,2017,1412539.0,feb,2,2017
Public Utilities,2017,1583904.0,feb,2,2017
Transportation and Warehousing,2017,4738485.0,feb,2,2017
Telecommunication,2017,4000860.0,feb,2,2017
"Publishing, Broadcasting, and Other Information",2017,1545426.0,feb,2,2017
Wholesale Trade,2017,3243646.0,feb,2,2017
Retail Trade,2017,6393891.0,feb,2,2017
Banking & Credit Unions,2017,3689999.0,feb,2,2017
Securities / Financial Investments,2017,6201891.0,feb,2,2017
Insurance,2017,3691986.0,feb,2,2017
"Real Estate, Rental and Leasing",2017,1801330.0,feb,2,2017
Health and Social Services,2017,28040948.0,feb,2,2017
Hospitals,2017,14857171.0,feb,2,2017
"Doctors, Dentists, and Other Health Practitioners",2017,3178417.0,feb,2,2017
Outpatient Care Centers and Other Health Services,2017,4487584.0,feb,2,2017
Nursing & Personal Care Facilities,2017,2736177.0,feb,2,2017
Social Services,2017,2781597.0,feb,2,2017
Education,2017,13833038.0,feb,2,2017
College and Universities,2017,10970915.0,feb,2,2017
"Elementary, Secondary Schools (except public schools)",2017,1981547.0,feb,2,2017
Other Educational Services,2017,880576.0,feb,2,2017
Professional  Services,2017,15599141.0,feb,2,2017
Legal Services,2017,5157681.0,feb,2,2017
Management Consulting,2017,3221293.0,feb,2,2017
Engineering & Architectural Services,2017,1552029.0,feb,2,2017
Computer,2017,1451870.0,feb,2,2017
"Accounting, Auditing, Bookkeeping",2017,1790805.0,feb,2,2017
Advertising and Other Professional Services,2017,2425463.0,feb,2,2017
Hotels,2017,751715.0,feb,2,2017
Restaurants,2017,5076175.0,feb,2,2017
Sport Teams,2017,1103370.0,feb,2,2017
"Arts, Entertainment, and Other Recreation",2017,1059364.0,feb,2,2017
Other Sectors,2017,10379259.0,feb,2,2017
Membership Organizations,2017,2693199.0,feb,2,2017
Employment/Outsourcing Agencies,2017,2963382.0,feb,2,2017
Security and Investigation Services,2017,647320.0,feb,2,2017
Services to Buildings,2017,709144.0,feb,2,2017
Miscellaneous Sectors,2017,3366214.0,feb,2,2017
Government,2017,13759625.0,feb,2,2017
State Government (PA),2017,1008320.0,feb,2,2017
"City, School District, Local Quasi Govt.",2017,9278978.0,feb,2,2017
Federal Government (includes US Post Office),2017,3333018.0,feb,2,2017
Other Governments,2017,139310.0,feb,2,2017
Unclassified Accounts,2017,346774.0,feb,2,2017
Construction,2017,4986163.0,mar,3,2017
Manufacturing (includes headquarter offices & factories),2017,13228541.0,mar,3,2017
"Chemicals, Petroleum Refining",2017,3381932.0,mar,3,2017
Pharmaceuticals,2017,4031997.0,mar,3,2017
Transportation Equipment,2017,934038.0,mar,3,2017
Food & Beverage Products,2017,1327585.0,mar,3,2017
"Machinery, Electronic, and Other Electric Equipment",2017,747494.0,mar,3,2017
Metal Manufacturing,2017,1039908.0,mar,3,2017
Miscellaneous Manufacturing,2017,1765588.0,mar,3,2017
Public Utilities,2017,1985929.0,mar,3,2017
Transportation and Warehousing,2017,5471114.0,mar,3,2017
Telecommunication,2017,8300227.0,mar,3,2017
"Publishing, Broadcasting, and Other Information",2017,1921225.0,mar,3,2017
Wholesale Trade,2017,3151087.0,mar,3,2017
Retail Trade,2017,6860458.0,mar,3,2017
Banking & Credit Unions,2017,4870152.0,mar,3,2017
Securities / Financial Investments,2017,6502525.0,mar,3,2017
Insurance,2017,11216320.0,mar,3,2017
"Real Estate, Rental and Leasing",2017,2438420.0,mar,3,2017
Health and Social Services,2017,30128885.0,mar,3,2017
Hospitals,2017,15634062.0,mar,3,2017
"Doctors, Dentists, and Other Health Practitioners",2017,3408579.0,mar,3,2017
Outpatient Care Centers and Other Health Services,2017,4864673.0,mar,3,2017
Nursing & Personal Care Facilities,2017,3050745.0,mar,3,2017
Social Services,2017,3170827.0,mar,3,2017
Education,2017,14709784.0,mar,3,2017
College and Universities,2017,11623156.0,mar,3,2017
"Elementary, Secondary Schools (except public schools)",2017,2126080.0,mar,3,2017
Other Educational Services,2017,960548.0,mar,3,2017
Professional  Services,2017,17822925.0,mar,3,2017
Legal Services,2017,6090364.0,mar,3,2017
Management Consulting,2017,3699495.0,mar,3,2017
Engineering & Architectural Services,2017,1792101.0,mar,3,2017
Computer,2017,1705591.0,mar,3,2017
"Accounting, Auditing, Bookkeeping",2017,1704624.0,mar,3,2017
Advertising and Other Professional Services,2017,2830750.0,mar,3,2017
Hotels,2017,983370.0,mar,3,2017
Restaurants,2017,3808697.0,mar,3,2017
Sport Teams,2017,1664621.0,mar,3,2017
"Arts, Entertainment, and Other Recreation",2017,1261759.0,mar,3,2017
Other Sectors,2017,9830676.0,mar,3,2017
Membership Organizations,2017,2708868.0,mar,3,2017
Employment/Outsourcing Agencies,2017,2426341.0,mar,3,2017
Security and Investigation Services,2017,704093.0,mar,3,2017
Services to Buildings,2017,745869.0,mar,3,2017
Miscellaneous Sectors,2017,3245505.0,mar,3,2017
Government,2017,15828136.0,mar,3,2017
State Government (PA),2017,1049706.0,mar,3,2017
"City, School District, Local Quasi Govt.",2017,11008019.0,mar,3,2017
Federal Government (includes US Post Office),2017,3611122.0,mar,3,2017
Other Governments,2017,159290.0,mar,3,2017
Unclassified Accounts,2017,246647.0,mar,3,2017
Construction,2017,5292589.0,apr,4,2017
Manufacturing (includes headquarter offices & factories),2017,9369217.0,apr,4,2017
"Chemicals, Petroleum Refining",2017,1806536.0,apr,4,2017
Pharmaceuticals,2017,2029559.0,apr,4,2017
Transportation Equipment,2017,826610.0,apr,4,2017
Food & Beverage Products,2017,1180014.0,apr,4,2017
"Machinery, Electronic, and Other Electric Equipment",2017,749148.0,apr,4,2017
Metal Manufacturing,2017,741452.0,apr,4,2017
Miscellaneous Manufacturing,2017,2035899.0,apr,4,2017
Public Utilities,2017,1302529.0,apr,4,2017
Transportation and Warehousing,2017,4981855.0,apr,4,2017
Telecommunication,2017,6089237.0,apr,4,2017
"Publishing, Broadcasting, and Other Information",2017,1835862.0,apr,4,2017
Wholesale Trade,2017,3389144.0,apr,4,2017
Retail Trade,2017,7812455.0,apr,4,2017
Banking & Credit Unions,2017,3719273.0,apr,4,2017
Securities / Financial Investments,2017,5397397.0,apr,4,2017
Insurance,2017,5854158.0,apr,4,2017
"Real Estate, Rental and Leasing",2017,2528141.0,apr,4,2017
Health and Social Services,2017,31186793.0,apr,4,2017
Hospitals,2017,16668328.0,apr,4,2017
"Doctors, Dentists, and Other Health Practitioners",2017,3373404.0,apr,4,2017
Outpatient Care Centers and Other Health Services,2017,4736256.0,apr,4,2017
Nursing & Personal Care Facilities,2017,3322193.0,apr,4,2017
Social Services,2017,3086611.0,apr,4,2017
Education,2017,14203016.0,apr,4,2017
College and Universities,2017,11046637.0,apr,4,2017
"Elementary, Secondary Schools (except public schools)",2017,2129378.0,apr,4,2017
Other Educational Services,2017,1027002.0,apr,4,2017
Professional  Services,2017,16096468.0,apr,4,2017
Legal Services,2017,4941416.0,apr,4,2017
Management Consulting,2017,2970743.0,apr,4,2017
Engineering & Architectural Services,2017,1875662.0,apr,4,2017
Computer,2017,1476260.0,apr,4,2017
"Accounting, Auditing, Bookkeeping",2017,1973333.0,apr,4,2017
Advertising and Other Professional Services,2017,2859055.0,apr,4,2017
Hotels,2017,797454.0,apr,4,2017
Restaurants,2017,3979393.0,apr,4,2017
Sport Teams,2017,861680.0,apr,4,2017
"Arts, Entertainment, and Other Recreation",2017,1198274.0,apr,4,2017
Other Sectors,2017,10880459.0,apr,4,2017
Membership Organizations,2017,3115575.0,apr,4,2017
Employment/Outsourcing Agencies,2017,2380043.0,apr,4,2017
Security and Investigation Services,2017,797433.0,apr,4,2017
Services to Buildings,2017,823865.0,apr,4,2017
Miscellaneous Sectors,2017,3763544.0,apr,4,2017
Government,2017,22065580.0,apr,4,2017
State Government (PA),2017,1232870.0,apr,4,2017
"City, School District, Local Quasi Govt.",2017,8900693.0,apr,4,2017
Federal Government (includes US Post Office),2017,11732476.0,apr,4,2017
Other Governments,2017,199541.0,apr,4,2017
Unclassified Accounts,2017,870518.0,apr,4,2017
Construction,2017,6179522.0,may,5,2017
